Timestamp                       (process)[PID]    
2022-11-11 00:07:14.381942+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.381943+0800  localhost kernel[0]: (AppleACPIPlatform) LPIT 0x000000004ED95000 000094 (v01 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.381944+0800  localhost kernel[0]: (AppleACPIPlatform) LPIT 0x000000004ED95000 000094 (v01 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.381945+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.381945+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382686+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382687+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382688+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004ED91000 0025B2 (v02 ALASKA TbtTypeC 00000000 INTL 20160527)
2022-11-11 00:07:14.382689+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004ED91000 0025B2 (v02 ALASKA TbtTypeC 00000000 INTL 20160527)
2022-11-11 00:07:14.382690+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382690+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382705+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382706+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382707+0800  localhost kernel[0]: (AppleACPIPlatform) DBGP 0x000000004ED90000 000034 (v01 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.382708+0800  localhost kernel[0]: (AppleACPIPlatform) DBGP 0x000000004ED90000 000034 (v01 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.382709+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382709+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382727+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382727+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.382729+0800  localhost kernel[0]: (AppleACPIPlatform) DBG2 0x000000004ED8F000 000054 (v00 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.382729+0800  localhost kernel[0]: (AppleACPIPlatform) DBG2 0x000000004ED8F000 000054 (v00 ALASKA A M I    01072009 AMI  01000013)
2022-11-11 00:07:14.382731+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.382731+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.383273+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.383273+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.383275+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004ED8D000 001B67 (v02 ALASKA UsbCTabl 00001000 INTL 20160527)
2022-11-11 00:07:14.383276+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004ED8D000 001B67 (v02 ALASKA UsbCTabl 00001000 INTL 20160527)
2022-11-11 00:07:14.383277+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.383277+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.383301+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.383302+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.383303+0800  localhost kernel[0]: (AppleACPIPlatform) DMAR 0x000000004ED8C000 0000A8 (v01 INTEL  EDK2     00000002      01000013)
2022-11-11 00:07:14.383303+0800  localhost kernel[0]: (AppleACPIPlatform) DMAR 0x000000004ED8C000 0000A8 (v01 INTEL  EDK2     00000002      01000013)
2022-11-11 00:07:14.383305+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.383305+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387771+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387772+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387773+0800  localhost kernel[0]: (AppleACPIPlatform) VFCT 0x000000004ED7D000 00E684 (v01 ALASKA A M I    00000001 AMD  31504F47)
2022-11-11 00:07:14.387774+0800  localhost kernel[0]: (AppleACPIPlatform) VFCT 0x000000004ED7D000 00E684 (v01 ALASKA A M I    00000001 AMD  31504F47)
2022-11-11 00:07:14.387775+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387775+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387791+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387791+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387793+0800  localhost kernel[0]: (AppleACPIPlatform) BGRT 0x000000004ED7C000 000038 (v01 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387793+0800  localhost kernel[0]: (AppleACPIPlatform) BGRT 0x000000004ED7C000 000038 (v01 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387794+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387795+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387814+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387815+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387816+0800  localhost kernel[0]: (AppleACPIPlatform) TPM2 0x000000004ED7B000 00004C (v04 ALASKA A M I    00000001 AMI  00000000)
2022-11-11 00:07:14.387817+0800  localhost kernel[0]: (AppleACPIPlatform) TPM2 0x000000004ED7B000 00004C (v04 ALASKA A M I    00000001 AMI  00000000)
2022-11-11 00:07:14.387818+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387819+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387833+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387834+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387835+0800  localhost kernel[0]: (AppleACPIPlatform) WSMT 0x000000004ED94000 000028 (v01 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387836+0800  localhost kernel[0]: (AppleACPIPlatform) WSMT 0x000000004ED94000 000028 (v01 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387837+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387837+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387864+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387865+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387866+0800  localhost kernel[0]: (AppleACPIPlatform) APIC 0x000000004ED7A000 0000F4 (v04 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387867+0800  localhost kernel[0]: (AppleACPIPlatform) APIC 0x000000004ED7A000 0000F4 (v04 ALASKA A M I    01072009 AMI  00010013)
2022-11-11 00:07:14.387868+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387868+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387884+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387885+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.387886+0800  localhost kernel[0]: (AppleACPIPlatform) FPDT 0x000000004ED79000 000044 (v01 ALASKA CML      01072009 AMI  01000013)
2022-11-11 00:07:14.387887+0800  localhost kernel[0]: (AppleACPIPlatform) FPDT 0x000000004ED79000 000044 (v01 ALASKA CML      01072009 AMI  01000013)
2022-11-11 00:07:14.387888+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.387888+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.388409+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.388409+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.388411+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004F208000 001A74 (v02 CpyPst EXT      42343630 INTL 20200925)
2022-11-11 00:07:14.388411+0800  localhost kernel[0]: (AppleACPIPlatform) SSDT 0x000000004F208000 001A74 (v02 CpyPst EXT      42343630 INTL 20200925)
2022-11-11 00:07:14.388413+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.388413+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.433890+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.433892+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.433893+0800  localhost kernel[0]: (AppleACPIPlatform) 8 ACPI AML tables successfully acquired and loaded
2022-11-11 00:07:14.433894+0800  localhost kernel[0]: (AppleACPIPlatform) 8 ACPI AML tables successfully acquired and loaded
2022-11-11 00:07:14.433895+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.433895+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.434121+0800  localhost kernel[0]: (IOPCIFamily) pci (build 20:09:12 Oct  9 2022), flags 0xc3080
2022-11-11 00:07:14.434123+0800  localhost kernel[0]: (IOPCIFamily) pci (build 20:09:12 Oct  9 2022), flags 0xc3080
2022-11-11 00:07:14.436514+0800  localhost kernel[0]: PMRD: power event 7 args <private> 0x0
2022-11-11 00:07:14.436518+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x60064
2022-11-11 00:07:14.436522+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.437965+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.438145+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=1 LocalApicId=0 Enabled
2022-11-11 00:07:14.438148+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=2 LocalApicId=2 Enabled
2022-11-11 00:07:14.439046+0800  localhost kernel[0]: cpu_data_alloc(1) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439051+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=3 LocalApicId=4 Enabled
2022-11-11 00:07:14.439056+0800  localhost kernel[0]: cpu_data_alloc(2) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439060+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=4 LocalApicId=6 Enabled
2022-11-11 00:07:14.439065+0800  localhost kernel[0]: cpu_data_alloc(3) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439067+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=5 LocalApicId=8 Enabled
2022-11-11 00:07:14.439072+0800  localhost kernel[0]: cpu_data_alloc(4) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439074+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=6 LocalApicId=10 Enabled
2022-11-11 00:07:14.439078+0800  localhost kernel[0]: cpu_data_alloc(5) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439081+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=7 LocalApicId=1 Enabled
2022-11-11 00:07:14.439085+0800  localhost kernel[0]: cpu_data_alloc(6) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439088+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=8 LocalApicId=3 Enabled
2022-11-11 00:07:14.439092+0800  localhost kernel[0]: cpu_data_alloc(7) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439094+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=9 LocalApicId=5 Enabled
2022-11-11 00:07:14.439098+0800  localhost kernel[0]: cpu_data_alloc(8) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439101+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=10 LocalApicId=7 Enabled
2022-11-11 00:07:14.439104+0800  localhost kernel[0]: cpu_data_alloc(9) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439107+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=11 LocalApicId=9 Enabled
2022-11-11 00:07:14.439110+0800  localhost kernel[0]: cpu_data_alloc(10) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439113+0800  localhost kernel[0]: (AppleACPIPlatform) AppleACPICPU: ProcessorId=12 LocalApicId=11 Enabled
2022-11-11 00:07:14.439117+0800  localhost kernel[0]: cpu_data_alloc(11) <private> desc_table: <private> ldt: <private> int_stack: 0x<private>-0x<private>
2022-11-11 00:07:14.439563+0800  localhost kernel[0]: (AppleUserConsent) AppleUserConsent start
2022-11-11 00:07:14.439563+0800  localhost kernel[0]: (AppleUserConsent) auck_kext_stub
2022-11-11 00:07:14.439602+0800  localhost kernel[0]: no external trust caches found (segment length is zero)
2022-11-11 00:07:14.440393+0800  localhost kernel[0]: Started cpu 2 (lapic id 00000002)
2022-11-11 00:07:14.441183+0800  localhost kernel[0]: Started cpu 4 (lapic id 00000004)
2022-11-11 00:07:14.441980+0800  localhost kernel[0]: Started cpu 6 (lapic id 00000006)
2022-11-11 00:07:14.442779+0800  localhost kernel[0]: Started cpu 8 (lapic id 00000008)
2022-11-11 00:07:14.443564+0800  localhost kernel[0]: Started cpu 10 (lapic id 0000000a)
2022-11-11 00:07:14.444349+0800  localhost kernel[0]: Started cpu 1 (lapic id 00000001)
2022-11-11 00:07:14.445170+0800  localhost kernel[0]: Started cpu 3 (lapic id 00000003)
2022-11-11 00:07:14.445958+0800  localhost kernel[0]: Started cpu 5 (lapic id 00000005)
2022-11-11 00:07:14.446755+0800  localhost kernel[0]: Started cpu 7 (lapic id 00000007)
2022-11-11 00:07:14.447576+0800  localhost kernel[0]: Started cpu 9 (lapic id 00000009)
2022-11-11 00:07:14.448371+0800  localhost kernel[0]: Started cpu 11 (lapic id 0000000b)
2022-11-11 00:07:14.449115+0800  localhost kernel[0]: (AppleAPIC) IOAPIC: Version 0x20 Vectors 64:111
2022-11-11 00:07:14.483256+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.483258+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI:
2022-11-11 00:07:14.483259+0800  localhost kernel[0]: (AppleACPIPlatform) Executed 38 blocks of module-level executable AML code
2022-11-11 00:07:14.483260+0800  localhost kernel[0]: (AppleACPIPlatform) Executed 38 blocks of module-level executable AML code
2022-11-11 00:07:14.483261+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.483261+0800  localhost kernel[0]: (AppleACPIPlatform) 
2022-11-11 00:07:14.496563+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:14.496567+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.496573+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.496574+0800  localhost kernel[0]: (AppleACPIPlatform) ACPI: sleep states S3 S4 S5
2022-11-11 00:07:14.496577+0800  localhost kernel[0]: PMRD: setSleepSupported(1)
2022-11-11 00:07:14.496585+0800  localhost kernel[0]: PMRD: power event 7 args <private> 0x0
2022-11-11 00:07:14.496589+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x70064
2022-11-11 00:07:14.496597+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.497257+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:14.497261+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.497265+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.517079+0800  localhost kernel[0]: PMRD: PMTrace found PCI host bridge PCI0->AppleACPIPCI
2022-11-11 00:07:14.517085+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x80064
2022-11-11 00:07:14.517087+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.517097+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x90064
2022-11-11 00:07:14.517098+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.517165+0800  localhost kernel[0]: (IOPCIFamily) [ PCI configuration begin ]
2022-11-11 00:07:14.517168+0800  localhost kernel[0]: kPEDisableScreen -1
2022-11-11 00:07:14.517594+0800  localhost kernel[0]: (IOHIDFamily) HID: Legacy shim 2
2022-11-11 00:07:14.519182+0800  localhost kernel[0]: (AppleACPIEC) ACPI: EC device memory error 0x0 0x0
2022-11-11 00:07:14.519186+0800  localhost kernel[0]: (AppleACPIEC) ACPI: EC[<private>] start failed
2022-11-11 00:07:14.519189+0800  localhost kernel[0]: (IOHIDFamily) HID: Legacy shim 2
2022-11-11 00:07:14.525558+0800  localhost kernel[0]: initialize_screen: b=7F80000000, w=00000A00, h=000005A0, r=00002800, d=00000001
2022-11-11 00:07:14.525758+0800  localhost kernel[0]: kPEEnableScreen 1
2022-11-11 00:07:14.525759+0800  localhost kernel[0]: (IOPCIFamily) console relocated to 0x7f80000000
2022-11-11 00:07:14.525761+0800  localhost kernel[0]: (IOPCIFamily) [ PCI configuration end, bridges 9, devices 17 ]
2022-11-11 00:07:14.533585+0800  localhost kernel[0]: (SMCRadeonGPU) <compose failure [UUID]>
2022-11-11 00:07:14.533798+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0xa0064
2022-11-11 00:07:14.533800+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.533816+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0xb0064
2022-11-11 00:07:14.533817+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.534361+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0xc0064
2022-11-11 00:07:14.534364+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.534396+0800  localhost kernel[0]: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0xd0064
2022-11-11 00:07:14.534398+0800  localhost kernel[0]: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2022-11-11 00:07:14.534844+0800  localhost kernel[0]: (IOAHCIFamily) [AHCI][PML][00000000]+IOAHCIPortMultiplierGlobals::IOAHCIPortMultiplierGlobals
2022-11-11 00:07:14.534848+0800  localhost kernel[0]: (IOAHCIFamily) [AHCI][PML][00000000]-IOAHCIPortMultiplierGlobals::IOAHCIPortMultiplierGlobals
2022-11-11 00:07:14.535263+0800  localhost kernel[0]: Couldn't alloc class "AppleKeyStoreTest"
2022-11-11 00:07:14.537131+0800  localhost kernel[0]: (IO80211FamilyLegacy) AirPort_BrcmNIC::init IO80211Legacy_kexts-105 "IO80211Legacy_kexts-105" Oct 27 2022 21:26:13
2022-11-11 00:07:14.537164+0800  localhost kernel[0]: (AirPortBrcmNIC) ARPT: 0.537163: AirPort_Brcm43XX:probe:, this[0x4aa8e979ec0a197d]  score[1400]
2022-11-11 00:07:14.537274+0800  localhost kernel[0]: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
2022-11-11 00:07:14.537278+0800  localhost kernel[0]: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
2022-11-11 00:07:14.537280+0800  localhost kernel[0]: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
2022-11-11 00:07:14.537284+0800  localhost kernel[0]: (IONVMeFamily) virtual bool IONVMeController::start(IOService *)::793:IONVMeController::start
2022-11-11 00:07:14.537389+0800  localhost kernel[0]: (IONVMeFamily) AppleNVMe Assert failed: ( 0 != data )
2022-11-11 00:07:14.537391+0800  localhost kernel[0]: (IONVMeFamily) ReleaseIDNode
